TransactionID,ProductID,CustomerID,SaleDate,Quantity,UnitPrice,Region,SalesChannel
51,P005,C114,2020-01-24,36,100.5,Europe,Online
52,P016,C114,2020-01-25,13,50.25,North America,Partner
53,P014,C102,2020-01-25,67,250.0,Europe,Partner
54,P016,C105,2020-01-25,38,50.25,North America,Online
55,P004,C108,2020-01-25,25,250.0,Asia,Retail Store
56,P013,C119,2020-01-25,33,50.25,North America,Partner
57,P001,C108,2020-01-26,3,100.5,Asia,Online
58,P013,C113,2020-01-26,10,50.25,Asia,Partner
59,P001,C118,2020-01-26,92,100.5,Asia,Partner
60,P001,C103,2020-01-28,30,100.5,Asia,Partner
61,P019,C111,2020-01-28,84,100.5,Europe,Retail Store
62,P006,C116,2020-01-28,46,250.0,Europe,Retail Store
63,P018,C114,2020-01-29,58,250.0,Asia,Retail Store
64,P020,C120,2020-01-29,100,50.25,Asia,Retail Store
65,P010,C109,2020-01-30,16,100.5,Asia,Online
66,P011,C103,2020-01-31,87,250.0,Europe,Online
67,P014,C113,2020-01-31,53,250.0,North America,Retail Store
68,P016,C118,2020-01-31,89,50.25,Europe,Partner
69,P001,C120,2020-01-31,91,100.5,North America,Retail Store
70,P015,C109,2020-02-01,82,100.5,Europe,Partner
71,P009,C115,2020-02-01,97,250.0,Europe,Partner
72,P014,C105,2020-02-01,68,250.0,Europe,Partner
73,P007,C107,2020-02-03,85,100.5,North America,Online
74,P015,C105,2020-02-03,18,100.5,North America,Partner
75,P007,C117,2020-02-03,17,100.5,Europe,Online
76,P011,C108,2020-02-03,51,250.0,North America,Partner
77,P018,C118,2020-02-03,96,250.0,Asia,Retail Store
78,P010,C108,2020-02-04,43,100.5,Europe,Partner
79,P014,C119,2020-02-04,42,250.0,North America,Online
80,P004,C118,2020-02-04,99,250.0,Asia,Retail Store
81,P011,C113,2020-02-05,97,250.0,Europe,Retail Store
82,P018,C105,2020-02-05,6,250.0,North America,Partner
83,P016,C108,2020-02-05,57,50.25,North America,Partner
84,P004,C101,2020-02-05,32,250.0,North America,Online
85,P017,C108,2020-02-05,86,250.0,Europe,Online
86,P008,C112,2020-02-06,21,50.25,Europe,Partner
87,P017,C120,2020-02-06,13,250.0,North America,Retail Store
88,P001,C119,2020-02-06,61,100.5,Europe,Retail Store
89,P002,C108,2020-02-06,91,250.0,Europe,Partner
90,P015,C115,2020-02-08,76,100.5,Europe,Retail Store
91,P018,C101,2020-02-08,37,250.0,North America,Retail Store
92,P013,C108,2020-02-09,85,50.25,Asia,Retail Store
93,P010,C115,2020-02-10,97,100.5,North America,Online
94,P015,C103,2020-02-10,33,100.5,Europe,Online
95,P009,C113,2020-02-11,28,250.0,Europe,Retail Store
96,P020,C113,2020-02-13,4,50.25,Europe,Retail Store
97,P016,C109,2020-02-13,80,50.25,Asia,Retail Store
98,P020,C107,2020-02-13,27,50.25,Asia,Partner
99,P005,C107,2020-02-13,14,100.5,North America,Retail Store
100,P009,C114,2020-02-13,65,250.0,Europe,Online
101,P004,C112,2020-02-14,78,250.0,Europe,Online
102,P007,C115,2020-02-14,40,100.5,North America,Online
103,P018,C111,2020-02-15,90,250.0,Europe,Retail Store
104,P016,C101,2020-02-15,39,50.25,Europe,Retail Store
105,P019,C113,2020-02-16,29,100.5,North America,Partner
106,P010,C120,2020-02-16,74,100.5,North America,Partner
107,P018,C102,2020-02-17,75,250.0,Asia,Online
108,P012,C106,2020-02-17,46,100.5,North America,Partner
109,P018,C118,2020-02-18,59,250.0,Europe,Online
110,P006,C104,2020-02-18,5,250.0,Europe,Online
111,P008,C104,2020-02-18,36,50.25,Europe,Partner
112,P008,C119,2020-02-19,30,50.25,Europe,Online
113,P001,C107,2020-02-21,43,100.5,Europe,Online
114,P002,C111,2020-02-21,35,250.0,North America,Online
115,P003,C108,2020-02-21,16,50.25,Asia,Online
116,P007,C110,2020-02-21,86,100.5,Asia,Retail Store
117,P012,C118,2020-02-22,80,100.5,Asia,Online
118,P001,C105,2020-02-22,84,100.5,North America,Online
119,P018,C115,2020-02-23,8,250.0,North America,Retail Store
120,P019,C107,2020-02-24,15,100.5,Asia,Online
121,P014,C112,2020-02-24,53,250.0,Europe,Partner
122,P001,C104,2020-02-24,29,100.5,North America,Partner
123,P007,C112,2020-02-25,9,100.5,Asia,Retail Store
124,P004,C110,2020-02-25,21,250.0,Europe,Online
125,P015,C105,2020-02-25,23,100.5,Asia,Partner
126,P012,C111,2020-02-25,78,100.5,Asia,Online
127,P009,C106,2020-02-26,71,250.0,Asia,Retail Store
128,P020,C111,2020-02-26,79,50.25,Asia,Partner
129,P005,C110,2020-02-26,90,100.5,Europe,Online
130,P011,C104,2020-02-26,13,250.0,Asia,Retail Store
131,P018,C116,2020-02-26,11,250.0,Asia,Online
132,P015,C117,2020-02-27,16,100.5,North America,Online
133,P014,C118,2020-02-27,21,250.0,Asia,Retail Store
134,P020,C103,2020-02-28,54,50.25,Asia,Partner
135,P015,C109,2020-02-28,33,100.5,Asia,Online
136,P016,C108,2020-02-28,71,50.25,North America,Retail Store
137,P013,C106,2020-02-29,17,50.25,Asia,Partner
138,P008,C106,2020-02-29,49,50.25,Europe,Partner
139,P015,C105,2020-02-29,86,100.5,Asia,Partner
140,P016,C103,2020-03-01,45,50.25,Europe,Retail Store
141,P008,C105,2020-03-01,86,50.25,North America,Partner
142,P014,C116,2020-03-02,28,250.0,Europe,Online
143,P002,C119,2020-03-02,65,250.0,Asia,Online
144,P007,C107,2020-03-02,36,100.5,Asia,Partner
145,P003,C113,2020-03-03,10,50.25,Asia,Partner
146,P009,C117,2020-03-03,33,250.0,North America,Online
147,P001,C114,2020-03-03,14,100.5,Europe,Retail Store
148,P009,C114,2020-03-03,4,250.0,Europe,Retail Store
149,P007,C113,2020-03-04,52,100.5,North America,Online
150,P020,C108,2020-03-04,75,50.25,North America,Online
151,P007,C120,2020-03-06,96,100.5,North America,Online
152,P003,C110,2020-03-06,85,50.25,Asia,Partner
153,P015,C107,2020-03-06,61,100.5,Asia,Online
154,P019,C119,2020-03-07,41,100.5,Europe,Online
155,P014,C101,2020-03-07,69,250.0,Asia,Partner
156,P016,C118,2020-03-08,45,50.25,Europe,Partner
157,P020,C115,2020-03-08,33,50.25,Asia,Online
158,P006,C118,2020-03-08,1,250.0,Asia,Retail Store
159,P009,C120,2020-03-09,100,250.0,Europe,Retail Store
160,P005,C115,2020-03-09,62,100.5,Europe,Retail Store
161,P011,C104,2020-03-09,98,250.0,Asia,Online
162,P016,C103,2020-03-09,99,50.25,North America,Online
163,P014,C107,2020-03-10,97,250.0,Asia,Partner
164,P003,C115,2020-03-11,13,50.25,North America,Partner
165,P008,C106,2020-03-11,10,50.25,North America,Online
166,P018,C101,2020-03-11,53,250.0,North America,Online
167,P004,C104,2020-03-11,20,250.0,Europe,Retail Store
168,P008,C104,2020-03-12,98,50.25,Europe,Partner
169,P010,C120,2020-03-13,37,100.5,Europe,Online
170,P020,C104,2020-03-13,6,50.25,Europe,Partner
171,P015,C120,2020-03-13,13,100.5,North America,Partner
172,P002,C108,2020-03-13,11,250.0,North America,Partner
173,P018,C105,2020-03-14,74,250.0,Europe,Online
174,P015,C112,2020-03-16,39,100.5,Asia,Retail Store
175,P010,C110,2020-03-16,75,100.5,Asia,Retail Store
176,P001,C113,2020-03-16,73,100.5,Asia,Online
177,P008,C119,2020-03-16,3,50.25,Asia,Retail Store
178,P006,C114,2020-03-17,9,250.0,Europe,Retail Store
179,P010,C117,2020-03-18,26,100.5,North America,Retail Store
180,P009,C103,2020-03-18,82,250.0,North America,Partner
181,P014,C111,2020-03-18,33,250.0,North America,Online
182,P018,C118,2020-03-18,29,250.0,Europe,Online
183,P013,C106,2020-03-19,73,50.25,Europe,Retail Store
184,P010,C105,2020-03-22,97,100.5,Europe,Online
185,P009,C112,2020-03-23,66,250.0,Europe,Partner
186,P010,C120,2020-03-24,68,100.5,North America,Partner
187,P019,C120,2020-03-24,42,100.5,Europe,Retail Store
188,P012,C108,2020-03-24,9,100.5,Asia,Online
189,P020,C111,2020-03-25,16,50.25,Asia,Retail Store
190,P016,C110,2020-03-25,52,50.25,Asia,Online
191,P003,C102,2020-03-25,30,50.25,Europe,Online
192,P018,C110,2020-03-25,14,250.0,North America,Retail Store
193,P017,C110,2020-03-26,53,250.0,Europe,Retail Store
194,P011,C114,2020-03-26,95,250.0,North America,Retail Store
195,P015,C110,2020-03-27,70,100.5,North America,Online
196,P003,C111,2020-03-27,69,50.25,Europe,Retail Store
197,P015,C103,2020-03-28,30,100.5,Europe,Partner
198,P012,C107,2020-03-28,32,100.5,Asia,Online
199,P018,C108,2020-03-28,42,250.0,North America,Online
200,P014,C115,2020-03-29,77,250.0,Europe,Retail Store
201,P001,C106,2020-03-30,55,100.5,Europe,Retail Store
202,P015,C110,2020-03-30,52,100.5,Europe,Partner
203,P013,C119,2020-03-30,3,50.25,Asia,Retail Store
204,P007,C115,2020-03-30,33,100.5,Europe,Online
205,P008,C104,2020-03-30,99,50.25,Europe,Partner
206,P009,C120,2020-03-30,36,250.0,Asia,Online
207,P010,C114,2020-03-30,94,100.5,Asia,Partner
208,P011,C116,2020-03-31,49,250.0,Europe,Partner
209,P010,C117,2020-03-31,35,100.5,Europe,Retail Store
210,P010,C110,2020-04-03,85,100.5,Europe,Retail Store
211,P020,C109,2020-04-04,24,50.25,Europe,Partner
212,P008,C116,2020-04-04,80,50.25,Asia,Retail Store
213,P017,C110,2020-04-06,29,250.0,Europe,Partner
214,P006,C120,2020-04-07,87,250.0,North America,Retail Store
215,P005,C109,2020-04-07,83,100.5,Europe,Retail Store
216,P010,C104,2020-04-07,31,100.5,Europe,Partner
217,P020,C101,2020-04-07,43,50.25,North America,Online
218,P019,C112,2020-04-07,7,100.5,Europe,Retail Store
219,P019,C108,2020-04-07,75,100.5,Europe,Online
220,P002,C105,2020-04-09,31,250.0,Asia,Retail Store
221,P020,C103,2020-04-09,40,50.25,Europe,Partner
222,P019,C113,2020-04-09,19,100.5,Asia,Partner
223,P019,C107,2020-04-09,98,100.5,Asia,Online
224,P020,C115,2020-04-09,15,50.25,Europe,Partner
225,P012,C110,2020-04-10,83,100.5,North America,Partner
226,P016,C115,2020-04-10,11,50.25,Europe,Partner
227,P005,C111,2020-04-11,75,100.5,Asia,Online
228,P004,C111,2020-04-11,65,250.0,Asia,Online
229,P006,C115,2020-04-12,88,250.0,Europe,Partner
230,P003,C110,2020-04-13,65,50.25,Asia,Partner
231,P005,C108,2020-04-14,19,100.5,Europe,Online
232,P010,C111,2020-04-14,11,100.5,Europe,Partner
233,P016,C108,2020-04-14,45,50.25,Asia,Retail Store
234,P010,C116,2020-04-15,13,100.5,North America,Partner
235,P010,C114,2020-04-15,18,100.5,North America,Online
236,P009,C108,2020-04-15,4,250.0,Asia,Online
237,P014,C110,2020-04-15,52,250.0,North America,Retail Store
238,P016,C107,2020-04-16,18,50.25,North America,Retail Store
239,P009,C118,2020-04-16,59,250.0,Europe,Partner
240,P009,C110,2020-04-16,74,250.0,Asia,Partner
241,P014,C106,2020-04-17,49,250.0,Asia,Partner
242,P005,C103,2020-04-17,36,100.5,Asia,Partner
243,P020,C104,2020-04-17,13,50.25,Europe,Retail Store
244,P009,C102,2020-04-17,95,250.0,Europe,Partner
245,P013,C111,2020-04-17,86,50.25,Asia,Partner
246,P019,C106,2020-04-17,56,100.5,Asia,Online
247,P016,C106,2020-04-18,9,50.25,Asia,Retail Store
248,P011,C105,2020-04-18,5,250.0,Europe,Retail Store
249,P006,C101,2020-04-19,78,250.0,Asia,Retail Store
250,P001,C109,2020-04-19,17,100.5,Asia,Retail Store
251,P006,C120,2020-04-20,98,250.0,Asia,Online
252,P004,C117,2020-04-20,39,250.0,North America,Online
253,P020,C113,2020-04-20,21,50.25,North America,Partner
254,P017,C120,2020-04-21,47,250.0,Europe,Retail Store
255,P015,C111,2020-04-21,48,100.5,Europe,Partner
256,P008,C111,2020-04-22,10,50.25,Asia,Partner
257,P011,C116,2020-04-25,29,250.0,North America,Online
258,P002,C110,2020-04-26,6,250.0,North America,Online
259,P002,C101,2020-04-27,39,250.0,North America,Online
260,P009,C115,2020-04-28,79,250.0,Europe,Partner
261,P001,C109,2020-04-28,20,100.5,Asia,Partner
262,P002,C112,2020-04-28,57,250.0,Europe,Online
263,P004,C118,2020-04-28,56,250.0,Europe,Online
264,P018,C110,2020-04-29,39,250.0,Europe,Partner
265,P003,C112,2020-04-29,4,50.25,Europe,Online
266,P019,C107,2020-04-30,43,100.5,North America,Partner
267,P008,C118,2020-05-01,40,50.25,Europe,Online
268,P007,C105,2020-05-01,64,100.5,North America,Retail Store
269,P014,C104,2020-05-02,56,250.0,Asia,Retail Store
270,P009,C115,2020-05-02,19,250.0,North America,Online
271,P013,C110,2020-05-03,93,50.25,Asia,Partner
272,P009,C106,2020-05-03,62,250.0,Europe,Partner
273,P014,C105,2020-05-04,94,250.0,Europe,Retail Store
274,P002,C111,2020-05-05,16,250.0,Europe,Retail Store
275,P014,C102,2020-05-07,77,250.0,Europe,Retail Store
276,P020,C116,2020-05-07,69,50.25,North America,Online
277,P020,C116,2020-05-07,100,50.25,North America,Partner
278,P016,C118,2020-05-08,83,50.25,Europe,Retail Store
279,P009,C115,2020-05-09,26,250.0,Europe,Retail Store
280,P008,C113,2020-05-09,59,50.25,North America,Partner
281,P002,C117,2020-05-09,59,250.0,Asia,Online
282,P018,C104,2020-05-11,31,250.0,Europe,Online
283,P011,C119,2020-05-11,25,250.0,North America,Retail Store
284,P003,C105,2020-05-11,83,50.25,North America,Retail Store
285,P007,C116,2020-05-11,62,100.5,Europe,Partner
286,P009,C110,2020-05-12,16,250.0,North America,Retail Store
287,P019,C118,2020-05-12,49,100.5,Asia,Partner
288,P003,C110,2020-05-12,96,50.25,Europe,Online
289,P002,C105,2020-05-13,61,250.0,Asia,Retail Store
290,P004,C119,2020-05-13,18,250.0,North America,Retail Store
291,P011,C103,2020-05-13,13,250.0,Asia,Partner
292,P013,C114,2020-05-14,87,50.25,Asia,Online
293,P020,C120,2020-05-14,73,50.25,North America,Online
294,P015,C117,2020-05-15,17,100.5,Asia,Partner
295,P006,C115,2020-05-15,58,250.0,North America,Partner
296,P011,C108,2020-05-15,67,250.0,Europe,Online
297,P012,C103,2020-05-15,31,100.5,Asia,Partner
298,P010,C111,2020-05-15,1,100.5,North America,Online
299,P011,C118,2020-05-17,97,250.0,North America,Online
300,P005,C117,2020-05-17,51,100.5,Europe,Partner
301,P012,C101,2020-05-17,40,100.5,North America,Online
302,P003,C113,2020-05-17,66,50.25,Asia,Partner
303,P013,C118,2020-05-17,12,50.25,Europe,Online
304,P003,C117,2020-05-17,9,50.25,Asia,Partner
305,P006,C106,2020-05-17,66,250.0,North America,Online
306,P015,C112,2020-05-18,57,100.5,North America,Partner
307,P002,C113,2020-05-18,33,250.0,Asia,Online
308,P018,C119,2020-05-18,60,250.0,Asia,Online
309,P017,C120,2020-05-19,19,250.0,Asia,Online
310,P004,C108,2020-05-19,74,250.0,Europe,Partner
311,P016,C117,2020-05-19,41,50.25,North America,Retail Store
312,P009,C119,2020-05-19,82,250.0,Europe,Online
313,P016,C117,2020-05-20,72,50.25,North America,Retail Store
314,P020,C117,2020-05-20,60,50.25,Asia,Partner
315,P013,C115,2020-05-20,44,50.25,North America,Retail Store
316,P017,C103,2020-05-21,40,250.0,Asia,Retail Store
317,P012,C102,2020-05-21,36,100.5,North America,Online
318,P011,C106,2020-05-21,79,250.0,Asia,Retail Store
319,P012,C102,2020-05-22,7,100.5,Asia,Partner
320,P020,C117,2020-05-22,65,50.25,North America,Online
321,P011,C112,2020-05-22,17,250.0,Europe,Partner
322,P002,C116,2020-05-22,55,250.0,Asia,Online
323,P016,C117,2020-05-23,99,50.25,Europe,Partner
324,P007,C119,2020-05-24,80,100.5,Asia,Online
325,P015,C111,2020-05-24,20,100.5,Europe,Partner
326,P017,C117,2020-05-24,21,250.0,North America,Partner
327,P008,C119,2020-05-24,24,50.25,Asia,Partner
328,P004,C111,2020-05-25,41,250.0,Asia,Retail Store
329,P020,C117,2020-05-25,15,50.25,Europe,Online
330,P011,C119,2020-05-25,74,250.0,Europe,Partner
331,P005,C110,2020-05-25,1,100.5,Asia,Retail Store
332,P012,C120,2020-05-26,36,100.5,Asia,Online
333,P013,C102,2020-05-26,3,50.25,Europe,Online
334,P003,C103,2020-05-26,13,50.25,Asia,Partner
335,P014,C103,2020-05-26,78,250.0,North America,Partner
336,P012,C119,2020-05-27,60,100.5,Europe,Retail Store
337,P002,C106,2020-05-27,54,250.0,Europe,Retail Store
338,P011,C105,2020-05-27,9,250.0,Europe,Retail Store
339,P020,C106,2020-05-27,6,50.25,Europe,Retail Store
340,P006,C109,2020-05-28,66,250.0,North America,Retail Store
341,P005,C116,2020-05-28,79,100.5,North America,Online
342,P003,C108,2020-05-28,45,50.25,North America,Retail Store
343,P019,C104,2020-05-28,65,100.5,North America,Partner
344,P010,C110,2020-05-28,78,100.5,Asia,Retail Store
345,P006,C120,2020-05-29,89,250.0,Europe,Online
346,P014,C111,2020-05-29,52,250.0,Europe,Partner
347,P005,C113,2020-05-29,48,100.5,Asia,Partner
348,P011,C104,2020-05-30,10,250.0,North America,Online
349,P003,C110,2020-05-30,58,50.25,North America,Online
350,P006,C116,2020-05-30,97,250.0,Asia,Partner
351,P019,C110,2020-05-31,3,100.5,Europe,Retail Store
352,P004,C103,2020-05-31,58,250.0,Europe,Partner
353,P001,C120,2020-05-31,34,100.5,Asia,Partner
354,P009,C120,2020-06-01,25,250.0,North America,Retail Store
355,P014,C104,2020-06-02,79,250.0,Europe,Retail Store
356,P015,C114,2020-06-02,78,100.5,Europe,Retail Store
357,P017,C115,2020-06-03,40,250.0,Europe,Online
358,P010,C115,2020-06-04,78,100.5,Europe,Online
359,P003,C113,2020-06-04,59,50.25,North America,Online
360,P020,C116,2020-06-04,20,50.25,North America,Retail Store
361,P019,C111,2020-06-04,66,100.5,Asia,Retail Store
362,P004,C119,2020-06-04,28,250.0,North America,Partner
363,P007,C114,2020-06-04,100,100.5,Asia,Retail Store
364,P002,C113,2020-06-04,48,250.0,North America,Retail Store
365,P005,C120,2020-06-05,18,100.5,Europe,Partner
366,P009,C107,2020-06-05,15,250.0,Europe,Retail Store
367,P011,C110,2020-06-05,51,250.0,Asia,Retail Store
368,P004,C117,2020-06-05,25,250.0,Europe,Retail Store
369,P002,C105,2020-06-06,27,250.0,Asia,Retail Store
370,P016,C112,2020-06-06,35,50.25,North America,Partner
371,P018,C104,2020-06-06,16,250.0,Europe,Online
372,P001,C103,2020-06-07,28,100.5,Europe,Retail Store
373,P010,C120,2020-06-08,12,100.5,Asia,Partner
374,P007,C105,2020-06-09,47,100.5,Asia,Partner
375,P018,C111,2020-06-09,46,250.0,Asia,Partner
376,P017,C117,2020-06-10,3,250.0,Europe,Retail Store
377,P007,C112,2020-06-10,37,100.5,North America,Retail Store
378,P012,C103,2020-06-10,70,100.5,Europe,Retail Store
379,P017,C115,2020-06-10,36,250.0,Asia,Partner
380,P012,C105,2020-06-11,8,100.5,Asia,Partner
381,P008,C117,2020-06-11,86,50.25,Europe,Online
382,P012,C113,2020-06-12,5,100.5,Asia,Online
383,P002,C115,2020-06-13,84,250.0,North America,Retail Store
384,P004,C109,2020-06-13,29,250.0,Europe,Partner
385,P015,C102,2020-06-14,47,100.5,Asia,Online
386,P004,C114,2020-06-14,40,250.0,Asia,Partner
387,P006,C119,2020-06-14,20,250.0,North America,Partner
388,P018,C114,2020-06-15,96,250.0,Asia,Online
389,P010,C109,2020-06-15,8,100.5,Europe,Partner
390,P012,C108,2020-06-15,42,100.5,North America,Online
391,P011,C119,2020-06-16,11,250.0,North America,Online
392,P007,C111,2020-06-17,19,100.5,Europe,Partner
393,P010,C113,2020-06-18,54,100.5,North America,Online
394,P008,C115,2020-06-18,37,50.25,Asia,Retail Store
395,P005,C104,2020-06-20,83,100.5,North America,Retail Store
396,P018,C101,2020-06-20,66,250.0,Asia,Online
397,P012,C108,2020-06-21,25,100.5,Asia,Retail Store
398,P009,C107,2020-06-21,71,250.0,Europe,Online
399,P018,C111,2020-06-22,23,250.0,Asia,Retail Store
400,P015,C119,2020-06-22,82,100.5,Asia,Retail Store
401,P009,C102,2020-06-22,25,250.0,Europe,Retail Store
402,P003,C102,2020-06-22,99,50.25,Asia,Retail Store
403,P020,C108,2020-06-22,9,50.25,Asia,Retail Store
404,P017,C103,2020-06-22,86,250.0,Europe,Partner
405,P012,C110,2020-06-23,90,100.5,Asia,Retail Store
406,P015,C103,2020-06-24,28,100.5,Asia,Partner
407,P017,C102,2020-06-24,44,250.0,Asia,Online
408,P006,C104,2020-06-24,4,250.0,North America,Online
409,P018,C111,2020-06-25,16,250.0,Europe,Retail Store
410,P004,C110,2020-06-26,87,250.0,Asia,Retail Store
411,P020,C120,2020-06-26,83,50.25,Asia,Online
412,P012,C105,2020-06-27,61,100.5,North America,Online
413,P001,C119,2020-06-27,100,100.5,Asia,Online
414,P012,C104,2020-06-27,48,100.5,Asia,Partner
415,P002,C119,2020-06-29,15,250.0,North America,Online
416,P005,C120,2020-06-30,11,100.5,Europe,Partner
417,P002,C108,2020-06-30,57,250.0,Europe,Partner
418,P003,C104,2020-07-01,28,50.25,Europe,Online
419,P016,C101,2020-07-01,69,50.25,Asia,Retail Store
420,P017,C119,2020-07-02,79,250.0,Asia,Online
421,P003,C117,2020-07-02,47,50.25,Europe,Online
422,P008,C101,2020-07-03,39,50.25,Europe,Partner
423,P003,C119,2020-07-04,98,50.25,North America,Retail Store
424,P002,C117,2020-07-05,10,250.0,Asia,Online
425,P011,C102,2020-07-06,13,250.0,Asia,Retail Store
426,P019,C103,2020-07-06,55,100.5,Europe,Partner
427,P004,C117,2020-07-06,30,250.0,North America,Partner
428,P008,C108,2020-07-07,13,50.25,Europe,Retail Store
429,P003,C118,2020-07-08,9,50.25,Europe,Online
430,P016,C105,2020-07-09,22,50.25,Europe,Retail Store
431,P015,C112,2020-07-09,69,100.5,Europe,Online
432,P008,C107,2020-07-09,13,50.25,Asia,Online
433,P006,C116,2020-07-10,3,250.0,Asia,Online
434,P005,C116,2020-07-10,30,100.5,Europe,Online
435,P020,C102,2020-07-10,25,50.25,Asia,Partner
436,P014,C113,2020-07-11,82,250.0,Asia,Partner
437,P020,C119,2020-07-11,87,50.25,North America,Retail Store
438,P006,C109,2020-07-12,84,250.0,Europe,Retail Store
439,P019,C116,2020-07-12,66,100.5,Europe,Online
440,P012,C118,2020-07-12,77,100.5,Asia,Retail Store
441,P006,C104,2020-07-13,68,250.0,North America,Online
442,P019,C120,2020-07-14,43,100.5,Europe,Retail Store
443,P003,C119,2020-07-14,69,50.25,North America,Retail Store
444,P001,C116,2020-07-14,38,100.5,Europe,Online
445,P009,C107,2020-07-15,43,250.0,North America,Partner
446,P004,C105,2020-07-16,76,250.0,Asia,Retail Store
447,P018,C109,2020-07-18,14,250.0,Asia,Partner
448,P001,C114,2020-07-18,81,100.5,North America,Online
449,P014,C116,2020-07-18,82,250.0,Europe,Online
450,P006,C120,2020-07-18,27,250.0,North America,Online
451,P013,C106,2020-07-18,35,50.25,Europe,Retail Store
452,P003,C118,2020-07-18,84,50.25,Europe,Online
453,P013,C116,2020-07-19,74,50.25,Asia,Retail Store
454,P008,C110,2020-07-19,85,50.25,Asia,Online
455,P017,C107,2020-07-20,69,250.0,Europe,Retail Store
456,P015,C112,2020-07-20,36,100.5,North America,Partner
457,P001,C104,2020-07-21,57,100.5,Europe,Online
458,P016,C115,2020-07-22,94,50.25,Europe,Online
459,P015,C120,2020-07-23,87,100.5,Asia,Retail Store
460,P019,C118,2020-07-24,88,100.5,Asia,Online
461,P013,C114,2020-07-24,88,50.25,Asia,Partner
462,P005,C103,2020-07-24,56,100.5,Europe,Partner
463,P013,C104,2020-07-24,18,50.25,Europe,Retail Store
464,P010,C114,2020-07-24,99,100.5,North America,Partner
465,P001,C107,2020-07-25,95,100.5,North America,Partner
466,P001,C120,2020-07-26,58,100.5,Asia,Retail Store
467,P010,C105,2020-07-26,43,100.5,North America,Retail Store
468,P016,C111,2020-07-27,48,50.25,Europe,Retail Store
469,P011,C101,2020-07-27,76,250.0,North America,Partner
470,P001,C109,2020-07-28,6,100.5,North America,Retail Store
471,P005,C101,2020-07-28,65,100.5,Europe,Retail Store
472,P015,C112,2020-07-28,81,100.5,Asia,Online
473,P009,C116,2020-07-28,26,250.0,Asia,Retail Store
474,P002,C119,2020-07-29,95,250.0,North America,Online
475,P012,C120,2020-07-29,29,100.5,North America,Retail Store
476,P005,C119,2020-07-29,67,100.5,Asia,Retail Store
477,P002,C109,2020-07-29,69,250.0,Europe,Online
478,P019,C119,2020-07-29,58,100.5,Europe,Retail Store
479,P003,C119,2020-07-30,69,50.25,Asia,Partner
